年度标识	省份编码	省份名称	商品房销售面积	住宅销售面积	商品房销售额	住宅销售额
2016	520000	贵州省	4156.9295	3426.9610	17905337.0000	12694287.0000
2016	530000	云南省	3639.7450	2933.1003	19177639.0000	14113773.0000
2016	540000	西藏自治区	74.6077	71.1616	381416.0000	346994.0000
2016	610000	陕西省	3262.7011	3012.6149	17851694.0000	15857080.0000
2016	620000	甘肃省	1679.4885	1478.8103	8734606.0000	7123481.0000
2016	630000	青海省	437.8513	373.0346	2364421.0000	1720566.0000
2016	640000	宁夏回族自治区	966.0713	830.2206	4097065.0000	3258909.0000
2016	650000	新疆维吾尔自治区	1828.2217	1543.6563	8468445.0000	6489385.0000
2017	110000	北京市	869.9521	608.7804	27960252.0000	20770062.0000
2017	120000	天津市	1482.1233	1342.8690	22723026.0000	20329254.0000
2017	130000	河北省	6425.9101	5576.9915	46283731.0000	39253674.0000
2017	140000	山西省	2415.9189	2246.2784	13574775.0000	12258970.0000
2017	150000	内蒙古自治区	2067.6035	1726.1647	9568096.0000	7316920.0000
2017	156	中国	169407.8154	144788.7688	1337013064.0000	1102395075.0000
2017	210000	辽宁省	4148.4528	3797.0480	27716944.0000	24522296.0000
2017	220000	吉林省	1885.2075	1602.0643	11351765.0000	9208487.0000
2017	230000	黑龙江省	2255.8104	1868.1422	14597226.0000	11344722.0000
2017	310000	上海市	1691.6016	1341.6197	40266714.0000	33360924.0000
2017	320000	江苏省	14211.1218	12486.6631	130668523.0000	113258407.0000
2017	330000	浙江省	9599.6733	7669.6987	123399916.0000	103003358.0000
2017	340000	安徽省	9200.7052	7949.2796	58657695.0000	48785611.0000
2017	350000	福建省	5854.0463	4526.1290	57051918.0000	42019950.0000
2017	360000	江西省	5841.9302	4964.9702	35925237.0000	28796563.0000
2017	370000	山东省	12813.1810	11201.0436	80969720.0000	68916528.0000
2017	410000	河南省	13313.8881	11707.2575	71293961.0000	58976849.0000
2017	420000	湖北省	8155.2080	7363.6717	62589196.0000	53803103.0000
2017	430000	湖南省	8532.2520	7368.2662	44606596.0000	35707612.0000
2017	440000	广东省	15958.8108	13522.5139	187927603.0000	154378898.0000
2017	450000	广西壮族自治区	5170.9860	4687.4089	30166388.0000	26357435.0000
2017	460000	海南省	2292.6075	2173.1231	27137184.0000	24731801.0000
2017	500000	重庆市	6711.0048	5452.6452	45578543.0000	36015634.0000
2017	510000	四川省	10869.0664	8786.6075	67571094.0000	51736009.0000
2017	520000	贵州省	4696.8981	3897.6516	22407650.0000	16233707.0000
2017	530000	云南省	4327.1836	3484.4905	25611899.0000	19737240.0000
2017	540000	西藏自治区	53.2526	44.9572	352842.0000	251926.0000
2017	610000	陕西省	3890.3972	3419.8386	26610776.0000	22151693.0000
2017	620000	甘肃省	1559.5147	1386.0366	8903073.0000	7382204.0000
2017	630000	青海省	494.0392	399.5736	2964953.0000	2117069.0000
2017	640000	宁夏回族自治区	1021.3567	870.2805	4641311.0000	3692975.0000
2017	650000	新疆维吾尔自治区	1598.1117	1316.7038	7934457.0000	5975194.0000
2018	110000	北京市	696.1905	526.7602	23769958.0000	19711466.0000
2018	120000	天津市	1249.8690	1140.7314	20066195.0000	18165304.0000
2018	130000	河北省	5251.9277	4714.4182	40349590.0000	35672682.0000
2018	140000	山西省	2360.9026	2215.5871	16106141.0000	14731682.0000
2018	150000	内蒙古自治区	2007.6748	1702.3877	11139430.0000	9090394.0000
2018	156	中国	171654.3616	147929.4214	1499727374.0000	1263925983.0000
2018	210000	辽宁省	3934.5678	3554.8068	29673101.0000	26157528.0000
2018	220000	吉林省	2074.4578	1813.8240	14524293.0000	12335021.0000
2018	230000	黑龙江省	1913.2548	1665.5768	13203133.0000	11122816.0000
2018	310000	上海市	1767.0100	1333.2914	47515035.0000	38640259.0000
2018	320000	江苏省	13484.2091	12040.6780	145272715.0000	126938642.0000
2018	330000	浙江省	9755.4870	7936.1682	140898480.0000	120963133.0000
2018	340000	安徽省	10038.4259	8901.2495	70769542.0000	61748460.0000
2018	350000	福建省	6213.4032	4781.5818	65794875.0000	50745209.0000
2018	360000	江西省	6200.7090	5389.0031	42198878.0000	35243219.0000
2018	370000	山东省	13454.7338	11755.3712	100656989.0000	86828127.0000
2018	410000	河南省	13990.4995	12482.8755	80552961.0000	69037853.0000
2018	420000	湖北省	8865.3846	8101.7114	75313805.0000	65913597.0000
2018	430000	湖南省	9239.1460	7997.9436	53539852.0000	43773872.0000
2018	440000	广东省	14336.3109	12075.0961	187421220.0000	155952932.0000
2018	450000	广西壮族自治区	6212.9006	5589.8864	38265045.0000	33307489.0000
2018	460000	海南省	1432.2451	1298.8177	20832908.0000	18319516.0000
2018	500000	重庆市	6536.2487	5424.7646	52727000.0000	44428692.0000
2018	510000	四川省	12210.7336	9895.3489	85323451.0000	66212077.0000
2018	520000	贵州省	5181.9642	4441.4406	29209515.0000	22781001.0000
2018	530000	云南省	4531.8835	3643.9285	34068403.0000	26908368.0000
2018	540000	西藏自治区	73.3517	62.1019	528246.0000	429418.0000
2018	610000	陕西省	4118.5587	3545.6044	34074478.0000	28087752.0000
2018	620000	甘肃省	1595.6520	1437.9541	9223391.0000	7746324.0000
2018	630000	青海省	447.9292	377.4071	2898874.0000	2240515.0000
2018	640000	宁夏回族自治区	1026.4998	887.9682	5177263.0000	4206254.0000
2018	650000	新疆维吾尔自治区	1452.2305	1195.1370	8632607.0000	6486381.0000
