年度标识	省份名称	地区生产总值	地区生产总值－房地产业	第一产业占GDP比重(%)	第二产业占GDP比重(%)	第三产业占GDP比重(%)	人均地区生产总值
1996	陕西省	1175.3800	22.5600	20.6096	42.2975	37.0929	3446.0000
1996	新疆维吾尔自治区	912.1500	9.0000	27.6725	34.8196	37.5079	5102.0000
1996	湖北省	2970.2000	62.2300	28.6562	36.9506	34.3932	4311.0000
1996	山西省	1308.0100	13.8100	15.3454	46.4519	38.2026	4177.0000
1996	西藏自治区	64.7600	.3900	41.8590	17.4207	40.7202	2688.0000
1996	黑龙江省	2402.5800	36.4000	18.7387	53.5963	27.6650	6382.0000
1996	安徽省	2339.2500	61.2500	31.9324	35.4498	32.6179	3524.0000
1996	山东省	5960.4200	182.0500	20.3979	47.3179	32.2842	6746.0000
1996	河北省	3452.9700	54.9000	20.2996	48.2081	31.4923	5345.0000
1996	天津市	1102.4000	23.4800	6.0316	54.2904	39.6781	11734.0000
1996	浙江省	4146.0600	105.1000	14.2040	53.2924	32.5038	9552.0000
1996	江西省	1517.2600	37.2300	31.2114	34.1410	34.6475	3452.0000
1996	吉林省	1337.1600	26.2900	27.9190	39.8763	32.2047	5178.0000
1996	四川省	2985.1500	95.6300	26.8145	40.2560	32.9295	3550.0000
1996	内蒙古自治区	984.7800	13.2200	30.5760	35.6538	33.7702	4457.0000
1996	重庆市	1179.0900	25.2200	24.2162	39.9429	35.8409	4130.0000
1996	中国	71813.6000	2617.6000	19.3000	47.1000	33.6000	5898.0000
1996	北京市	1615.7300	34.6300	4.1002	39.9424	55.9574	14254.0000
1996	上海市	2902.2000	127.1000	2.3235	53.9879	43.6885	19779.0000
1996	云南省	1491.6200	25.8200	23.7519	44.0841	32.1640	3779.0000
1996	宁夏回族自治区	193.6200	2.8200	21.3307	39.6944	38.9798	3926.0000
1996	福建省	2583.8300	83.4700	21.6315	41.3260	37.0426	7646.0000
1995	天津市	920.1100	15.1900	6.5238	55.6402	37.8360	9769.0000
1995	北京市	1394.8900	22.4500	4.7861	42.8344	52.3795	12690.0000
1995	重庆市	1016.2500	17.4300	25.9966	40.5688	33.4347	3395.0000
1995	上海市	2462.5700	92.8500	2.3933	56.7893	40.8173	17022.0000
1995	中国	61339.9000	2354.0000	19.6000	46.8000	33.7000	5091.0000
1995	辽宁省	2793.3700	56.3700	14.0402	49.7601	36.1996	6880.0000
1995	安徽省	2003.5800	45.0700	32.2601	36.4558	31.2842	3070.0000
1995	山东省	5002.3400	153.6900	20.3929	47.5593	32.0478	5701.0000
1995	广东省	5381.7200	230.7500	14.5708	48.8824	36.5468	8129.0000
1995	浙江省	3524.7900	89.3100	15.4590	52.1291	32.4119	8149.0000
1995	海南省	364.1700	13.6900	35.4852	21.6050	42.9098	5063.0000
1995	黑龙江省	2014.5300	32.8000	18.6402	52.6564	28.7034	5402.0000
1995	江苏省	5155.2500	134.9500	16.8031	52.6698	30.5271	7319.0000
1995	四川省	3534.0000	80.4100	27.1143	40.1484	32.7373	3043.0000
1995	新疆维吾尔自治区	825.1100	8.8400	29.5404	34.8494	35.6102	4701.0000
1995	山西省	1092.4800	10.0100	15.6771	45.9513	38.3716	3515.0000
1995	青海省	165.3100	1.5800	23.6114	38.4863	37.9023	3513.0000
1995	陕西省	1000.0300	19.0600	20.9548	42.5973	36.4479	2965.0000
1995	河南省	3002.7400	84.3100	25.5320	46.6803	27.7877	3297.0000
1995	河北省	2849.5200	46.0700	22.1560	46.4208	31.4232	4444.0000
1995	内蒙古自治区	832.8800	11.3100	30.3573	36.0278	33.6149	3772.0000
1995	西藏自治区	55.9800	.1600	41.8464	23.5965	34.5571	2358.0000
1995	湖北省	2391.4200	42.0700	29.3816	36.9862	33.6322	3671.0000
1995	甘肃省	553.3500	10.5000	19.8383	46.0467	34.1150	2316.0000
1995	贵州省	630.0700	7.8300	35.7005	36.5477	27.7518	1826.0000
1995	云南省	1206.6800	15.0100	24.7670	43.7573	31.4757	3083.0000
1995	湖南省	2195.7000	44.4300	32.1416	36.1455	31.7129	3359.0000
1995	江西省	1205.1100	29.7800	32.0279	34.5157	33.4564	2896.0000
1995	宁夏回族自治区	169.7500	2.1500	20.2123	42.6223	37.1597	3448.0000
1995	吉林省	1129.2000	21.3000	26.7307	41.7875	31.4818	4402.0000
1995	福建省	2160.5200	71.3700	22.1882	42.1185	35.6934	6526.0000
1995	广西壮族自治区	1497.5600	25.1400	30.0248	35.7822	34.1930	3304.0000
