年度标识	省份名称	地区生产总值	地区生产总值－房地产业	第一产业占GDP比重(%)	第二产业占GDP比重(%)	第三产业占GDP比重(%)	人均地区生产总值
2007	安徽省	7360.9200	294.9900	16.3000	44.7000	39.0000	12045.0000
2007	河北省	13607.3200	409.6400	13.2000	52.8000	34.0000	19877.0000
2007	广西壮族自治区	5823.4100	239.4500	20.8000	40.7000	38.4000	12555.0000
2007	黑龙江省	7104.0000	226.6000	13.0000	52.3000	34.7000	18478.0000
2007	山西省	6024.4500	135.8900	4.7000	60.0000	35.3000	16945.0000
2007	青海省	797.3500	17.9600	10.6000	53.3000	36.0000	14257.0000
2007	四川省	10562.3900	396.8400	19.3000	44.2000	36.5000	12893.0000
2007	广东省	31777.0100	2141.4700	5.5000	51.3000	43.3000	33151.0000
2007	陕西省	5757.2900	138.9500	10.8000	54.2000	34.9000	14607.0000
2007	甘肃省	2702.4000	83.5200	14.3000	47.3000	38.4000	10346.0000
2007	江西省	5800.2500	189.3500	16.5000	51.7000	31.9000	12633.0000
2007	湖北省	9333.4000	379.6500	14.9000	43.0000	42.1000	16206.0000
2007	云南省	4772.5200	192.1200	17.7000	43.3000	39.1000	10540.0000
2007	新疆维吾尔自治区	3523.1600	91.2800	17.8000	46.8000	35.4000	16999.0000
2007	吉林省	5284.6900	153.0300	14.8000	46.8000	38.3000	19383.0000
2007	辽宁省	11164.3000	360.8100	10.3000	53.1000	36.6000	25729.0000
2006	黑龙江省	6211.8000	195.2400	11.9000	54.4000	33.7000	16195.0000
2006	广东省	26587.7600	1784.6800	6.0000	51.3000	42.7000	28332.0000
2006	甘肃省	2276.7000	73.2100	14.7000	45.8000	39.5000	8757.0000
2006	广西壮族自治区	4746.1600	192.2000	21.4000	38.9000	39.7000	10296.0000
2006	新疆维吾尔自治区	3045.2600	68.9000	17.3000	48.0000	34.7000	15000.0000
2006	江西省	4820.5300	171.0600	16.8000	49.7000	33.5000	10798.0000
2006	福建省	7583.8500	415.1000	11.8000	49.1000	39.1000	21471.0000
2006	四川省	8690.2400	336.1800	18.5000	43.7000	37.8000	10546.0000
2006	内蒙古自治区	4944.2500	122.3200	13.6000	48.6000	37.8000	20053.0000
2006	安徽省	6112.5000	247.7600	16.7000	43.1000	40.2000	10055.0000
2006	青海省	648.5000	15.8600	10.9000	51.6000	37.5000	11762.0000
2006	湖北省	7617.4700	264.7300	15.0000	44.4000	40.6000	13296.0000
2006	宁夏回族自治区	725.9000	24.7000	11.2000	49.2000	39.6000	11847.0000
2006	山西省	4878.6100	118.0600	5.8000	57.8000	36.4000	14123.0000
2006	山东省	21900.1900	779.7000	9.7000	57.7000	32.6000	23794.0000
2006	浙江省	15718.4700	807.5200	5.9000	54.0000	40.1000	31874.0000
2006	海南省	1044.9100	34.4100	32.7000	27.4000	39.9000	12654.0000
2006	河北省	11467.6000	354.6000	13.8000	52.4000	33.8000	16962.0000
2006	云南省	3988.1400	168.6400	18.7000	42.8000	38.5000	8970.0000
2006	吉林省	4275.1200	131.0100	15.7000	44.8000	39.5000	15720.0000
2006	河南省	12362.7900	348.7000	16.4000	53.8000	29.8000	13313.0000
2006	重庆市	3907.2300	158.2000	12.2000	43.0000	44.8000	12457.0000
2006	西藏自治区	290.7600	11.7600	17.5000	27.5000	55.0000	10430.0000
2006	贵州省	2338.9800	87.0000	17.2000	43.0000	39.8000	5787.0000
2006	湖南省	7688.6700	268.5200	17.6000	41.6000	40.8000	11950.0000
2006	陕西省	4743.6100	117.3400	10.8000	53.9000	35.3000	12138.0000
2006	江苏省	21742.0500	914.7800	7.1000	56.6000	36.3000	28814.0000
2006	辽宁省	9304.5200	294.7000	10.6000	51.1000	38.3000	21788.0000
2006	中国	219438.5000	10370.5000	10.6000	47.6000	41.8000	16738.0000
2006	上海市	10572.2400	688.1000	.9000	48.5000	50.6000	57695.0000
2006	天津市	4462.7400	160.7200	2.7000	57.1000	40.2000	41163.0000
2006	北京市	8117.7800	559.8200	1.3000	27.8000	70.9000	50467.0000
2005	重庆市	3467.7200	143.8800	15.1000	41.0000	43.9000	10982.0000
2005	天津市	3905.6400	128.7700	3.0000	55.5000	41.5000	35783.1885
2005	中国	187318.9000	8516.4000	11.6000	47.0000	41.3000	14368.0000
2005	河北省	10012.1100	291.5100	14.9000	51.8000	33.3000	14782.2597
2005	浙江省	13417.6800	695.8200	6.6000	53.4000	40.0000	27702.6847
2005	宁夏回族自治区	612.6100	22.6100	11.9000	46.4000	41.7000	10239.0000
2005	甘肃省	1933.9800	63.7800	15.9000	43.4000	40.7000	7476.5293
2005	内蒙古自治区	3905.0300	98.3200	15.1000	45.5000	39.4000	16330.8187
2005	江西省	4056.7600	171.8800	17.9000	47.3000	34.8000	9440.0000
2005	安徽省	5350.1700	219.1900	18.0000	41.3000	40.7000	8675.1448
2005	陕西省	3933.7200	105.5300	11.9000	50.3000	37.8000	9899.0000
2005	上海市	9247.6600	676.1200	.9000	48.6000	50.5000	51474.0000
2005	江苏省	18598.6900	731.0100	8.0000	56.6000	35.4000	24560.0000
2005	山东省	18366.8700	653.6600	10.6000	57.4000	32.0000	20096.4547
2005	吉林省	3620.2700	112.2900	17.3000	43.6000	39.1000	13348.0000
2005	广西壮族自治区	3984.1000	164.2600	22.4000	37.1000	40.5000	8787.7290
2005	黑龙江省	5513.7000	163.4700	12.4000	53.9000	33.7000	14434.0561
2005	福建省	6554.6900	321.7400	12.8000	48.7000	38.5000	18645.8416
2005	辽宁省	8047.2600	243.9900	11.0000	49.4000	39.6000	18983.2013
2005	四川省	7385.1000	286.2300	20.1000	41.5000	38.4000	9060.0000
2005	新疆维吾尔自治区	2604.1900	55.7900	19.6000	44.7000	35.7000	13108.0000
2005	北京市	6969.5200	455.3100	1.4000	29.5000	69.1000	45443.6929
2005	河南省	10587.4200	298.1900	17.9000	52.1000	30.0000	11346.4980
2005	广东省	22557.3700	1456.1400	6.4000	50.7000	42.9000	24435.0156
2005	西藏自治区	248.8000	9.9300	19.1000	25.3000	55.6000	9114.0000
2005	云南省	3461.7300	143.8700	19.3000	41.2000	39.5000	7835.0000
2005	海南省	897.9900	33.6100	33.6000	24.6000	41.8000	10871.0000
2005	山西省	4230.5300	106.4800	6.3000	56.3000	37.4000	12495.0000
2005	湖南省	6596.1000	234.9300	19.6000	39.9000	40.5000	10426.0000
2005	青海省	543.3200	14.1000	12.0000	48.7000	39.3000	10044.7403
2005	湖北省	6590.1900	217.1700	16.6000	43.1000	40.3000	11431.0000
2005	贵州省	2005.4200	79.5300	18.6000	41.8000	39.6000	5051.9600
2004	重庆市	2692.8100	98.4200	16.1822	44.3177	39.5000	9608.0000
2004	青海省	466.1000	6.3800	12.4128	48.7536	38.8337	8606.0000
2004	安徽省	4759.3200	193.3500	19.3742	45.0855	35.5403	7768.0000
2004	海南省	798.9000	14.5600	36.8930	23.4494	39.6576	9450.0000
2004	四川省	6379.6300	211.0236	21.2669	41.0310	37.7022	8113.0000
2004	湖南省	5641.9400	154.6600	20.5951	39.4567	39.9483	9117.0000
2004	山西省	3571.3700	42.2800	8.3279	59.4949	32.1771	9150.0000
2004	广西壮族自治区	3433.5000	95.6900	24.4384	38.8018	36.7597	7196.0000
2004	新疆维吾尔自治区	2209.0900	26.9200	20.2123	45.9091	33.8786	11199.0000
2004	湖北省	5633.2400	169.3200	16.1664	47.4597	36.3738	10500.0000
2004	黑龙江省	4750.6000	134.6044	11.0835	59.5008	29.4157	13897.0000
2004	云南省	3081.9100	98.1900	20.4201	44.4061	35.1737	6733.0000
2004	甘肃省	1688.4900	38.0400	18.0508	48.6346	33.3145	5970.0000
2004	吉林省	3122.0100	67.3200	18.9628	46.6265	34.4107	10932.0000
2004	上海市	8072.8300	644.1200	1.2981	50.8467	47.8552	55307.0000
2004	内蒙古自治区	3041.0700	27.7807	18.6599	49.1311	32.2091	11305.0000
2004	福建省	5763.3500	176.7000	12.8507	48.7405	38.4088	17218.0000
2004	河南省	8553.7900	217.0600	18.6893	51.2230	30.0877	9470.0000
2004	广东省	18864.6200	824.6600	7.7647	55.4276	36.8077	19707.0000
2004	浙江省	11648.7000	288.2900	7.2578	53.7668	38.9754	23942.0000
2004	江苏省	15003.6000	659.4000	8.5397	56.5865	34.8739	20705.0000
2004	辽宁省	6672.0000	206.1344	11.2023	47.7092	41.0885	16297.0000
2004	贵州省	1677.8000	41.2400	20.9881	44.8935	34.1183	4215.0000
2004	陕西省	3175.5800	122.4900	13.6979	49.1353	37.1669	7757.0000
2004	江西省	3456.7000	174.7400	20.3579	45.6455	33.9966	8189.0000
2004	山东省	15021.8400	563.6500	11.4798	56.3209	32.1993	16925.0000
2004	河北省	8477.6300	154.3800	15.6282	52.8605	31.5113	12918.0000
2004	宁夏回族自治区	537.1600	10.0500	14.2000	52.0083	33.8438	7880.0000
2004	西藏自治区	220.3400	4.7000	20.5000	27.2000	52.3000	7779.0000
2004	中国	161840.2000	7174.1000	12.9000	45.9000	41.2000	12487.0000
2004	北京市	6060.2800	228.4400	2.4023	37.5964	60.0013	37058.0000
2004	天津市	3110.9700	146.5100	3.4889	53.2136	43.2975	31550.0000
2003	上海市	6694.2300	463.9300	1.4501	50.0850	48.4000	46718.0000
2003	重庆市	2272.8200	87.7900	15.0000	43.4247	41.6296	7209.0000
2003	北京市	5023.7700	190.5500	2.6109	35.8128	61.5763	32061.0000
2003	中国	137422.0000	6172.7000	12.3000	45.6000	42.0000	10666.0000
2003	吉林省	2662.0800	66.0900	19.3014	45.3255	35.3731	9338.0000
2003	黑龙江省	4057.4000	123.2400	11.3047	57.1659	31.5293	11615.1000
2003	陕西省	2587.7200	117.3700	13.3425	47.2596	39.3979	6480.0000
2003	河北省	6921.2900	136.8500	14.9936	51.5202	33.4862	10513.2390
2003	湖北省	4757.4500	148.9500	14.7796	47.7734	37.4470	9010.7000
2003	甘肃省	1399.8300	33.4000	18.1366	46.5752	35.2882	5021.6324
2003	湖南省	4659.9900	137.7100	19.1102	38.6789	42.2109	7554.0000
2003	辽宁省	6002.5400	188.4900	10.2590	48.2944	41.4466	14257.8147
2003	浙江省	9705.0200	238.5000	7.7488	52.5918	39.6594	20147.0000
2003	广西壮族自治区	2821.1100	81.6700	23.8482	36.8524	39.2994	5969.0000
2003	江苏省	12442.8700	549.5000	8.8786	54.4676	36.6000	16809.0000
2003	广东省	15844.6400	731.5729	8.0253	53.6265	38.4000	17213.0699
2003	贵州省	1426.3400	38.8500	22.0019	42.7185	35.2796	3603.0000
2003	宁夏回族自治区	445.3600	8.6600	14.4029	49.8261	35.7710	6691.0000
2003	山东省	12078.1500	490.8800	11.9064	53.5292	34.5644	13661.0000
2003	内蒙古自治区	2388.3800	24.9200	19.5357	45.2906	35.1737	8974.6459
2003	江西省	2807.4100	138.0200	19.7848	43.3633	36.8000	6678.0000
2003	西藏自治区	189.0900	4.3500	22.0163	26.0108	51.9729	6871.0000
2003	海南省	693.2000	12.4500	37.0128	22.5299	40.4573	8316.0000
2003	四川省	5333.0900	187.3600	20.6845	41.5309	37.7846	6418.0000
2003	云南省	2556.0200	90.0400	20.3968	43.3738	36.2294	5662.0000
2003	福建省	4983.6700	158.2100	13.3000	47.6424	39.1138	14979.0000
2003	河南省	6867.7000	201.1700	17.5879	50.3922	32.0199	7570.1751
2003	山西省	2855.2300	37.4500	8.7597	56.5552	34.6851	7435.0000
2003	新疆维吾尔自治区	1886.3500	24.6700	21.9907	42.4391	35.5702	9700.0000
2003	青海省	390.2000	5.9400	11.8270	47.2207	40.9523	7277.0000
2003	安徽省	3923.1000	166.6600	18.5000	44.8245	36.7279	6455.0000
2003	天津市	2578.0300	125.4300	3.6000	50.8768	45.4602	26532.0369
2002	福建省	4467.5500	142.1700	14.2000	46.1000	39.7000	13497.0000
2002	四川省	4725.0134	147.0200	21.1000	40.7000	38.2000	5766.0000
2002	安徽省	3519.7195	142.3100	21.6000	43.5000	34.9000	5817.0000
2002	河南省	6035.4800	185.6000	20.9000	47.8000	31.3000	6436.0000
2002	甘肃省	1232.0302	29.9100	18.4000	45.7000	35.9000	4493.0000
2002	湖南省	4151.5400	125.4600	19.5000	40.0000	40.5000	6565.0000
2002	湖北省	4212.8200	124.2300	14.2000	49.2000	36.6000	8319.0000
2002	江西省	2450.4800	125.2700	21.9000	38.8000	39.3000	5829.0000
2002	吉林省	2348.5400	60.0200	19.9000	43.5000	36.6000	8334.0000
2002	山东省	10275.4957	429.3200	13.2000	50.3000	36.5000	11645.0000
2002	黑龙江省	3637.2000	115.8900	11.6000	55.6000	32.8000	10184.0000
2002	宁夏回族自治区	377.1552	7.3500	16.1000	45.9000	38.0000	5804.0000
2002	辽宁省	5458.2200	130.9400	10.8000	47.8000	41.4000	12986.0000
2002	新疆维吾尔自治区	1612.6500	22.7900	19.1000	42.1000	38.8000	8382.0000
2002	青海省	340.6500	5.3800	13.2000	45.1000	41.7000	6426.0000
2002	海南省	621.9740	11.0700	37.9000	20.7000	41.4000	7803.0000
2002	浙江省	8003.6700	186.8300	8.9000	51.1000	40.0000	16838.0000
2002	内蒙古自治区	1940.9400	22.7900	21.6000	42.0000	36.4000	7241.0000
2002	广东省	13502.4249	633.8700	8.8000	50.4000	40.8000	15030.0000
2002	山西省	2324.8000	33.5000	9.8000	53.7000	36.5000	6146.0000
2002	西藏自治区	166.5583	3.4200	24.6000	20.4000	55.0000	6093.0000
2002	陕西省	2253.3900	58.3300	14.9000	45.5000	39.6000	5523.0000
2002	云南省	2312.8200	84.1100	21.1000	42.6000	36.3000	5179.0000
2002	河北省	6018.2800	115.1600	15.6000	49.8000	34.6000	9115.0000
2002	江苏省	10606.8500	456.5600	10.5000	52.2000	37.3000	14391.0000
2002	中国	121717.4000	5346.4000	13.3000	44.5000	42.2000	9506.0000
2002	广西壮族自治区	2523.7300	69.4300	24.3000	35.2000	40.5000	5099.0000
2002	贵州省	1243.4300	37.2200	23.7000	40.1000	36.2000	3153.0000
2002	天津市	2150.7600	97.6600	4.1000	48.8500	47.0600	22380.0000
2002	重庆市	1990.0100	70.9000	16.0200	41.9800	42.0000	6347.0000
2002	北京市	4330.4000	163.1200	3.0500	34.7500	62.1900	28449.0000
2002	上海市	5741.0300	373.6300	1.6300	47.4200	50.9500	40646.0000
2001	北京市	3710.5200	111.0300	3.3000	36.2000	60.5000	25523.0000
2001	上海市	5210.1200	316.8500	1.7000	47.6000	50.7000	37382.0000
2001	重庆市	1765.6800	60.4700	16.7000	41.6000	41.7000	5654.0000
2001	天津市	1919.0900	85.6100	4.2688	49.1625	46.5687	20154.4359
2001	中国	110863.1000	4715.1000	14.0000	44.8000	41.2000	8717.0000
2001	海南省	558.4137	10.1200	37.0000	20.4000	42.7000	7135.0000
2001	湖南省	3831.9000	108.0000	20.7000	39.5000	39.8000	6054.0000
2001	内蒙古自治区	1713.8100	21.0200	23.2173	40.5275	36.2552	6462.5219
2001	黑龙江省	3390.1300	108.1600	11.4940	56.1286	32.3774	9348.9105
2001	陕西省	2010.6200	41.4800	15.6000	44.3000	40.2000	5024.0000
2001	西藏自治区	146.0352	2.5500	27.0000	23.2000	49.8000	5307.0000
2001	河北省	5516.7600	106.8000	16.4000	49.6000	34.0000	8362.0000
2001	云南省	2138.3100	79.5700	21.7000	42.5000	35.8000	4866.0000
2001	山东省	9195.0360	376.2600	14.4000	49.3000	36.3000	10465.0000
2001	辽宁省	5033.0800	114.9600	10.8172	48.4902	40.6926	12040.8612
2001	新疆维吾尔自治区	1491.6000	19.1900	19.4000	42.4000	38.2000	7913.0000
2001	湖北省	3880.5300	106.4600	14.8000	49.6000	35.5000	7813.0700
2001	福建省	4072.8500	128.5200	15.3000	44.8000	39.9000	12362.0000
2001	安徽省	3246.7146	126.4400	22.7976	43.0171	34.1853	5220.7712
2001	山西省	2029.5300	31.0000	9.6000	51.6000	38.8000	5460.0000
2001	甘肃省	1125.3728	27.4400	19.3052	44.8546	35.8402	4163.3574
2001	四川省	4293.4910	131.5500	22.2000	39.7000	38.1000	5250.0000
2001	江苏省	9456.8400	393.7500	11.4000	51.6000	37.0000	12922.0000
2001	宁夏回族自治区	337.4447	7.6500	16.6000	45.0000	38.4000	5340.0000
2001	河南省	5533.0100	171.7100	21.8850	47.1452	31.0028	5923.5520
2001	浙江省	6898.3388	146.3100	10.3000	51.3000	38.4000	14655.0000
2001	青海省	300.1300	4.3400	14.2183	43.9209	41.8608	5734.5655
2001	广东省	12039.2536	559.6555	9.4325	50.1667	40.4007	13729.9286
2001	吉林省	2120.3500	49.6200	20.1281	43.3382	36.5337	7640.0119
2001	贵州省	1133.2700	33.1900	25.2715	38.6893	36.0393	2895.2902
2001	广西壮族自治区	2279.3400	60.8300	25.2000	35.5000	39.3000	4668.0000
2001	江西省	2175.6800	114.8400	23.3000	36.2000	40.5000	5221.0000
2000	河南省	5137.6600	154.7100	22.6091	46.9821	30.4088	5443.8781
2000	上海市	4551.1500	251.7000	1.8281	47.5414	50.6305	34546.9796
2000	青海省	263.5900	4.0600	14.6174	43.2490	42.1336	5087.1369
2000	内蒙古自治区	1401.0100	17.6300	25.0391	39.7056	35.2553	5871.7938
2000	安徽省	3038.2359	114.2922	24.0992	42.6666	33.2342	4867.4077
2000	云南省	1955.0900	71.0900	22.3141	43.1305	34.5554	4636.6504
2000	甘肃省	983.3600	24.7700	19.6632	44.7323	35.6045	3838.2514
2000	宁夏回族自治区	265.5700	5.4600	17.3024	45.2009	37.4967	4839.1035
2000	江西省	2003.0700	89.7600	24.2198	34.9843	40.7959	4851.2583
2000	陕西省	1660.9200	35.8500	16.8051	44.0659	39.1289	4549.2194
2000	湖北省	4276.3200	87.7500	15.4876	49.6619	34.8505	7188.2764
2000	海南省	518.4800	9.3200	37.9108	19.7597	42.3295	6893.9475
2000	浙江省	6036.3400	116.9000	11.0027	52.7384	36.2589	13460.9329
2000	新疆维吾尔自治区	1364.3600	15.0000	21.1220	43.0121	35.8659	7469.8056
2000	山东省	8542.4400	309.9900	14.8502	49.6860	35.4638	9555.2379
2000	福建省	3920.0700	118.0200	16.3408	43.6513	40.0080	11601.2726
2000	河北省	5088.9600	99.5300	16.2027	50.3042	33.4931	7662.7577
2000	山西省	1643.8100	29.3900	10.9417	50.3458	38.7125	5137.0507
2000	广东省	9662.2300	515.5200	10.3502	50.3895	39.2603	12885.3958
2000	黑龙江省	3253.0000	104.7000	10.9745	57.4408	31.5847	8561.6528
2000	辽宁省	4669.0600	103.5600	10.7825	50.2114	39.0061	11226.4006
2000	西藏自治区	117.4640	2.1800	30.9201	23.1679	45.9119	4558.6991
2000	广西壮族自治区	2050.1400	46.1200	26.2758	36.4853	37.2389	4318.8119
2000	吉林省	1821.1900	45.8300	21.8939	43.9427	34.1634	6847.4027
2000	江苏省	8582.7276	351.9220	12.0145	51.6839	36.3016	11772.9659
2000	四川省	4010.2500	105.4900	23.5791	42.4036	34.0173	4783.7658
2000	中国	100280.1000	4149.1000	14.7000	45.5000	39.8000	7942.0000
2000	天津市	1639.3600	69.3500	4.4859	50.0299	45.4842	17993.1950
2000	湖南省	3691.8800	97.1400	21.2607	39.5966	39.1427	5639.0149
2000	贵州省	993.5300	27.5800	27.2755	39.0376	33.6870	2661.5571
2000	北京市	2478.7600	77.3700	3.6296	38.0638	58.3066	22459.6566
2000	重庆市	1589.3400	51.9200	17.8061	41.3700	40.8239	5157.3147
1999	重庆市	1479.7100	40.6800	19.2119	40.8452	39.9430	4826.1747
1999	北京市	2174.4600	69.4500	4.0231	38.7000	57.3361	19846.3013
1999	上海市	4034.9600	210.5300	1.9827	48.4263	49.5911	30804.7486
1999	天津市	1450.0600	47.2300	4.8970	49.0966	46.0064	15976.3340
1999	中国	90564.4000	3681.8000	16.1000	45.4000	38.6000	7229.0000
1999	山东省	7662.1000	283.3100	15.9356	48.3606	35.7038	8673.4700
1999	广东省	8464.3100	426.6600	12.0660	50.3800	37.5540	11728.2943
1999	内蒙古自治区	1268.2000	14.7500	27.0391	40.6450	32.3159	5350.1519
1999	海南省	471.2300	8.5400	37.4382	20.1494	42.4124	6382.9816
1999	湖北省	3857.9900	76.2300	16.9516	48.9356	34.1128	6513.9701
1999	河南省	4576.1000	137.1200	24.5436	45.2543	30.2021	4893.7012
1999	江西省	1853.6500	76.3100	23.6579	38.6224	37.7197	4661.3451
1999	吉林省	1660.9100	34.0800	25.3648	40.2346	34.4007	6340.8317
1999	四川省	3711.6100	93.1700	25.3534	41.9408	32.7058	4451.9037
1999	山西省	1506.7800	26.0600	10.6160	50.4865	38.8975	4726.5302
1999	福建省	3550.2400	103.9500	17.7132	42.4560	39.8308	10796.8773
1999	陕西省	1487.6100	28.5100	17.9825	43.1498	38.8677	4101.4888
1999	西藏自治区	105.6100	.3400	32.3738	22.7251	44.9011	4261.7328
1999	青海省	238.3900	3.5600	17.0057	41.0588	41.9355	4662.4291
1999	贵州省	911.8600	18.6000	29.3433	38.2285	32.4282	2475.3042
1999	甘肃省	931.9800	21.4800	20.5165	45.4720	34.0115	3667.7686
1999	辽宁省	4171.6900	89.6200	12.4841	47.9777	39.5382	10086.2911
1999	广西壮族自治区	1953.2700	42.6400	28.3873	35.6239	35.9889	4147.9507
1999	湖南省	3326.7500	86.9800	23.3937	39.0092	37.5971	5104.7261
1999	新疆维吾尔自治区	1168.5500	10.2400	22.9780	39.4258	37.5962	6469.7317
1999	黑龙江省	2897.4100	57.6100	13.0196	54.7993	32.1812	7660.0397
1999	宁夏回族自治区	241.4900	4.5900	19.8807	42.5194	37.5999	4472.6168
1999	江苏省	7697.8200	314.8600	13.0363	50.9255	36.1000	10665.0503
1999	安徽省	2908.5800	93.6600	25.4811	43.9701	30.5488	4707.2224
1999	浙江省	5364.8900	92.8700	11.7792	54.1075	34.1133	12036.5659
1999	云南省	1855.7400	54.4700	22.2105	44.4631	33.3263	4452.2444
1999	河北省	4569.1900	85.7100	17.6392	49.1026	33.2582	6931.9637
1998	辽宁省	3881.7300	123.7800	13.7000	47.8000	38.5000	9415.0000
1998	西藏自治区	91.1800	1.6900	34.3000	22.2000	43.5000	3666.0000
1998	四川省	3580.2600	144.4500	26.3000	42.7000	31.1000	4294.0000
1998	贵州省	841.8800	36.4500	31.5000	38.7000	29.8000	2364.0000
1998	山东省	7162.2000	429.8800	17.0000	48.3000	34.8000	7968.0000
1998	重庆市	1429.2600	73.8400	20.9000	41.0000	38.1000	5016.0000
1998	安徽省	2805.4500	85.1000	26.4000	44.7000	29.0000	4235.0000
1998	广东省	7919.1200	268.2000	12.7000	50.4000	36.9000	10819.0000
1998	青海省	220.1600	18.5700	18.9000	40.2000	40.9000	4426.0000
1998	湖北省	3704.2100	180.1400	20.2000	47.3000	32.5000	5287.0000
1998	山西省	1486.0800	96.8400	12.9000	53.5000	33.6000	5104.0000
1998	黑龙江省	2798.8900	115.3200	16.3000	53.2000	30.5000	7375.0000
1998	内蒙古自治区	1192.2900	22.7500	28.7000	40.2000	31.1000	5406.0000
1998	浙江省	4987.5000	172.1900	12.7000	54.3000	33.0000	11394.0000
1998	河南省	4356.6000	139.7600	24.6000	46.2000	29.2000	4643.0000
1998	陕西省	1381.5300	53.1400	20.5000	41.1000	38.4000	4070.0000
1998	河北省	4256.0100	204.2200	18.6000	49.0000	32.5000	6501.0000
1998	吉林省	1557.7800	62.2600	27.6000	38.3000	34.1000	5983.0000
1998	福建省	3286.5600	172.4800	18.3000	43.4000	38.3000	9603.0000
1998	甘肃省	869.7500	50.5500	23.2000	43.9000	32.8000	3541.0000
1998	广西壮族自治区	1903.0400	31.2200	30.2000	35.6000	34.2000	4346.0000
1998	江苏省	7199.9500	381.8100	14.1000	50.6000	35.3000	10049.0000
1998	新疆维吾尔自治区	1116.6700	50.2000	26.1000	38.6000	35.4000	6174.0000
1998	宁夏回族自治区	227.4600	16.5200	21.4000	41.3000	37.3000	4607.0000
1998	湖南省	3118.0900	125.6200	25.8000	40.3000	33.9000	4667.0000
1998	江西省	1851.9800	100.5000	24.3000	40.0000	35.7000	4124.0000
1998	海南省	438.9200	30.1400	37.4000	20.6000	42.0000	5912.0000
1998	云南省	1793.9000	89.8400	22.8000	46.2000	31.1000	4446.0000
1998	中国	85195.5000	3434.5000	17.2000	45.8000	37.0000	6860.0000
1998	上海市	3688.2000	512.2100	2.1000	50.1000	47.8000	24513.0000
1998	北京市	2011.3100	277.6400	4.3000	39.1000	56.6000	19118.0000
1998	天津市	1336.3800	114.8800	5.5000	49.4000	45.1000	14243.0000
1997	天津市	1235.2800	34.2500	6.0000	51.9000	42.1000	13796.0000
1997	重庆市	1350.1000	26.8600	22.6000	41.7000	35.7000	4452.0000
1997	福建省	3000.3600	81.4200	19.2000	43.1000	37.7000	9258.0000
1997	安徽省	2669.9500	65.1300	27.4000	47.2000	25.4000	4390.0000
1997	北京市	1810.0900	41.2400	4.7000	40.8000	54.5000	16735.0000
1997	中国	79715.0000	2921.1000	17.9000	47.1000	35.0000	6481.0000
1997	宁夏回族自治区	210.9200	2.9100	21.2000	41.6000	37.2000	4025.0000
1997	陕西省	1300.0300	14.0700	20.5000	41.9000	37.6000	3707.0000
1997	山东省	6650.0200	239.3700	18.0000	47.9000	34.1000	7590.0000
1997	河南省	4079.2600	118.1100	24.7000	47.1000	28.2000	4430.0000
1997	广东省	7315.5100	303.3600	13.5000	49.9000	36.6000	10428.0000
1997	辽宁省	3582.4600	74.7800	13.9000	50.0000	36.1000	8525.0000
1997	浙江省	4638.2400	67.5100	13.7000	54.1000	32.2000	10515.0000
1997	上海市	3360.2100	147.5100	2.3000	52.2000	45.5000	25750.0000
1997	吉林省	1446.9100	23.8200	25.4000	39.8000	34.8000	5504.0000
1997	江苏省	6680.3400	234.2800	15.1000	51.1000	33.8000	9344.0000
1997	内蒙古自治区	1099.7700	10.7500	29.5000	40.7000	29.8000	4691.0000
1997	四川省	3320.1100	70.1300	27.7000	41.7000	30.6000	4029.0000
1997	河北省	3953.7800	68.3100	19.3000	48.9000	31.8000	6079.0000
1997	新疆维吾尔自治区	1050.1400	7.3700	26.6000	39.4000	34.0000	5904.0000
1997	湖南省	2993.0000	65.7500	28.6000	39.0000	32.4000	4643.0000
1997	山西省	1480.1300	12.3800	13.0000	53.3000	33.7000	4736.0000
1997	湖北省	3450.2400	64.4300	22.2000	46.6000	31.2000	5899.0000
1997	江西省	1715.1800	53.1100	27.7000	38.4000	33.9000	4155.0000
1997	海南省	409.8600	7.1700	36.9000	20.2000	42.9000	5698.0000
1997	贵州省	792.9800	10.3600	34.3000	37.0000	28.7000	2215.0000
1997	黑龙江省	2708.4600	45.5600	17.9000	53.5000	28.6000	7243.0000
1997	甘肃省	781.3400	13.7100	24.3000	43.9000	31.8000	3137.0000
1997	云南省	1644.2300	24.8600	23.8000	45.6000	30.6000	4042.0000
1997	广西壮族自治区	1817.2500	31.3100	31.3000	37.7000	31.0000	4356.0000
1997	青海省	202.0500	2.4900	20.1000	39.0000	40.9000	4066.0000
1997	西藏自治区	76.9800	.1900	37.9000	22.0000	40.1000	3194.0000
1996	河南省	3661.1800	102.9100	25.7970	46.1558	28.0472	3978.0000
1996	青海省	183.5700	2.5500	21.9417	38.0084	40.0445	3799.0000
1996	海南省	389.5300	11.2800	36.2220	20.9197	42.8582	5346.0000
1996	江苏省	6004.2100	178.7900	16.4748	51.1994	32.3258	8471.0000
1996	辽宁省	3157.6900	64.8500	15.0141	48.6968	36.2891	7730.0000
1996	广东省	6519.1400	283.9200	13.6832	48.3910	37.9258	9139.0000
1996	甘肃省	714.1800	12.5500	26.0366	43.1794	30.7839	2946.0000
1996	贵州省	713.7000	8.8600	35.1959	35.2734	29.5307	2048.0000
1996	湖南省	2647.1600	64.0600	31.2575	36.2210	32.5216	3963.0000
1996	广西壮族自治区	1697.9000	28.0800	31.3046	34.5939	34.1021	3706.0000
